variable,year,region,value,clim,anomaly,anomaly_pct
precip,1991,Caribe,110.49464954682418,129.95745851211072,-19.46280896528654,-14.976292386845042
precip,1991,Andina,200.6631057650294,237.5929883984579,-36.92988263342849,-15.54333858181658
precip,1991,Pacifica,312.54415317683464,362.8999258353785,-50.355772658543856,-13.8759390877877
precip,1991,Orinoquia,246.78845019784708,264.8325144547327,-18.044064256885605,-6.813387054847392
precip,1991,Amazonia,361.0401371665134,351.4130242896355,9.627112876877902,2.739543560270325
precip,1991,Colombia,269.25361366960243,285.0967699518188,-15.843156282216398,-5.557115320841369
precip,1992,Caribe,111.23176286688239,129.95745851211072,-18.725695645228328,-14.409096530218218
precip,1992,Andina,176.84025480331476,237.5929883984579,-60.75273359514313,-25.570086897201318
precip,1992,Pacifica,299.5908092919164,362.8999258353785,-63.309116543462096,-17.445337415742785
precip,1992,Orinoquia,226.0032244140205,264.8325144547327,-38.82929004071218,-14.66182886216156
precip,1992,Amazonia,335.1064009024283,351.4130242896355,-16.306623387207196,-4.6403013719170625
precip,1992,Colombia,249.486964077374,285.0967699518188,-35.60980587444482,-12.490427681963164
precip,1993,Caribe,146.74642489988634,129.95745851211072,16.788966387775616,12.91881711137884
precip,1993,Andina,254.8101976765727,237.5929883984579,17.217209278114808,7.2465140466352915
precip,1993,Pacifica,387.38215539124195,362.8999258353785,24.482229555863455,6.746275712100662
precip,1993,Orinoquia,289.86731294319105,264.8325144547327,25.034798488458364,9.453068306209627
precip,1993,Amazonia,409.6104005380931,351.4130242896355,58.1973762484576,16.56096166785531
precip,1993,Colombia,319.195396893923,285.0967699518188,34.09862694210415,11.96036943802162
precip,1994,Caribe,131.74578001045361,129.95745851211072,1.7883214983428957,1.376082233999861
precip,1994,Andina,254.91239143399528,237.5929883984579,17.31940303553739,7.289526156593349
precip,1994,Pacifica,376.83664845228014,362.8999258353785,13.936722616901648,3.8403762648393966
precip,1994,Orinoquia,227.74201714240974,264.8325144547327,-37.09049731232295,-14.005265701112679
precip,1994,Amazonia,363.67823373488056,351.4130242896355,12.265209445245091,3.490254656906534
precip,1994,Colombia,286.21183530141263,285.0967699518188,1.1150653495938059,0.39111819814102106
precip,1995,Caribe,121.82093549352562,129.95745851211072,-8.136523018585095,-6.260912695385508
precip,1995,Andina,244.27287227427863,237.5929883984579,6.679883875820735,2.811481904768235
precip,1995,Pacifica,409.20880540699807,362.8999258353785,46.30887957161957,12.760785074568068
precip,1995,Orinoquia,265.8574616882035,264.8325144547327,1.0249472334708116,0.3870171438658465
precip,1995,Amazonia,358.98687246533376,351.4130242896355,7.573848175698288,2.1552553981197646
precip,1995,Colombia,293.5562781607687,285.0967699518188,8.459508208949899,2.967240986412982
precip,1996,Caribe,109.3140780732101,129.95745851211072,-20.64338043890062,-15.884721566001437
precip,1996,Andina,212.86784812262738,237.5929883984579,-24.725140275830512,-10.406510917049854
precip,1996,Pacifica,374.5959027137228,362.8999258353785,11.695976878344311,3.222920713312554
precip,1996,Orinoquia,199.7294310040309,264.8325144547327,-65.10308345070177,-24.58273810704226
precip,1996,Amazonia,306.35178025276645,351.4130242896355,-45.06124403686903,-12.82287249539432
precip,1996,Colombia,248.7687377375628,285.0967699518188,-36.32803221425604,-12.742351384898349
precip,1997,Caribe,101.60241568210849,129.95745851211072,-28.355042830002233,-21.81871141113446
precip,1997,Andina,197.1376779317344,237.5929883984579,-40.45531046672349,-17.0271482923046
precip,1997,Pacifica,310.84680207983183,362.8999258353785,-52.053123755546665,-14.34365786538061
precip,1997,Orinoquia,237.88163430582665,264.8325144547327,-26.950880148906037,-10.176575260932584
precip,1997,Amazonia,342.3940584870517,351.4130242896355,-9.01896580258375,-2.5664859237403497
precip,1997,Colombia,258.7984652051808,285.0967699518188,-26.298304746638053,-9.224343282136255
precip,1998,Caribe,117.99094656783514,129.95745851211072,-11.966511944275581,-9.208022441559539
precip,1998,Andina,246.4836462842366,237.5929883984579,8.890657885778722,3.7419698054677224
precip,1998,Pacifica,410.8415734959775,362.8999258353785,47.94164766059902,13.21070748367876
precip,1998,Orinoquia,304.74042392098477,264.8325144547327,39.90790946625208,15.069112472242702
precip,1998,Amazonia,394.62591040637534,351.4130242896355,43.21288611673987,12.2968937204569
precip,1998,Colombia,314.94081556179736,285.0967699518188,29.844045609978537,10.468040593733194
precip,1999,Caribe,167.96972547938304,129.95745851211072,38.012266967272325,29.24977712128001
precip,1999,Andina,274.3818647240669,237.5929883984579,36.78887632560898,15.483990741305801
precip,1999,Pacifica,455.6176223147463,362.8999258353785,92.71769647936782,25.549108687728733
precip,1999,Orinoquia,354.33232000721324,264.8325144547327,89.49980555248055,33.794870594629565
precip,1999,Amazonia,435.6925563585519,351.4130242896355,84.27953206891641,23.98304167561331
precip,1999,Colombia,356.82811425780613,285.0967699518188,71.7313443059873,25.16034970094886
precip,2000,Caribe,112.88004107875165,129.95745851211072,-17.077417433359074,-13.140775165103458
precip,2000,Andina,207.2900572362534,237.5929883984579,-30.302931162204487,-12.754135282554985
precip,2000,Pacifica,387.62469510741664,362.8999258353785,24.724769272038145,6.813109486071924
precip,2000,Orinoquia,261.67242411839936,264.8325144547327,-3.160090336333326,-1.1932410726982219
precip,2000,Amazonia,406.11001656982336,351.4130242896355,54.696992280187885,15.56487338246931
precip,2000,Colombia,298.4378566783518,285.0967699518188,13.341086726532978,4.679494169221074
precip,2001,Caribe,83.2104208238249,129.95745851211072,-46.747037688285815,-35.971031000063356
precip,2001,Andina,160.83787084441605,237.5929883984579,-76.75511755404185,-32.30529573764982
precip,2001,Pacifica,293.27498552139207,362.8999258353785,-69.62494031398643,-19.185713569302365
precip,2001,Orinoquia,193.9210158463319,264.8325144547327,-70.91149860840079,-26.77597905770802
precip,2001,Amazonia,323.20059422777695,351.4130242896355,-28.212430061858527,-8.028282423193788
precip,2001,Colombia,230.98925464191527,285.0967699518188,-54.10751530990356,-18.978649010666693
precip,2002,Caribe,130.1686317788774,129.95745851211072,0.21117326676667858,0.16249414938119877
precip,2002,Andina,272.47168338721383,237.5929883984579,34.87869498875594,14.68001864190632
precip,2002,Pacifica,406.4128177282013,362.8999258353785,43.51289189282278,11.990328130450331
precip,2002,Orinoquia,259.77732429632226,264.8325144547327,-5.055190158410426,-1.9088253452634496
precip,2002,Amazonia,377.9684266060215,351.4130242896355,26.55540231638605,7.556749602569944
precip,2002,Colombia,304.988566488936,285.0967699518188,19.89179653711716,6.977208665141616
precip,2003,Caribe,161.33877660159104,129.95745851211072,31.381318089480317,24.147377494732936
precip,2003,Andina,251.2335664516494,237.5929883984579,13.640578053191518,5.7411534511765305
precip,2003,Pacifica,365.264628121942,362.8999258353785,2.3647022865634995,0.6516127775777486
precip,2003,Orinoquia,276.7696344880708,264.8325144547327,11.93712003333809,4.507422382752205
precip,2003,Amazonia,405.1628847273157,351.4130242896355,53.74986043768024,15.29535239803163
precip,2003,Colombia,313.21381161402905,285.0967699518188,28.117041662210227,9.862279978465553
precip,2004,Caribe,154.41532522397148,129.95745851211072,24.45786671186076,18.81990229101128
precip,2004,Andina,266.28911020573815,237.5929883984579,28.696121807280264,12.077848761746758
precip,2004,Pacifica,344.54328076630895,362.8999258353785,-18.356645069069543,-5.058321526744161
precip,2004,Orinoquia,285.97985850682807,264.8325144547327,21.147344052095377,7.985176629703469
precip,2004,Amazonia,334.8969011556874,351.4130242896355,-16.5161231339481,-4.699917758408257
precip,2004,Colombia,290.44615671752734,285.0967699518188,5.349386765708516,1.8763407128788445
precip,2005,Caribe,159.9796833243928,129.95745851211072,30.022224812282076,23.101578898208686
precip,2005,Andina,253.7069248325893,237.5929883984579,16.113936434131404,6.782159920943186
precip,2005,Pacifica,419.4968361595199,362.8999258353785,56.59691032414139,15.595734883069479
precip,2005,Orinoquia,343.9054724354787,264.8325144547327,79.07295798074603,29.857722773787966
precip,2005,Amazonia,421.1133766768492,351.4130242896355,69.70035238721374,19.834311072593184
precip,2005,Colombia,340.3379526575734,285.0967699518188,55.24118270575457,19.37629202712128
precip,2006,Caribe,170.16562759310517,129.95745851211072,40.20816908099445,30.939485537297926
precip,2006,Andina,278.74264855763863,237.5929883984579,41.14966015918074,17.319391635484738
precip,2006,Pacifica,380.1683430827635,362.8999258353785,17.268417247385003,4.758451577975366
precip,2006,Orinoquia,234.0360640975154,264.8325144547327,-30.79645035721728,-11.628651572721166
