variable,year,region,value,clim,anomaly,anomaly_pct
precip,2002,Amazonia,323.82817957710716,293.5934068392419,30.234772737865285,10.298178376471663
precip,2002,Colombia,219.46147016699348,198.84288248739327,20.61858767960021,10.369286253385226
precip,2003,Caribe,36.29486371142872,48.95335506963615,-12.658491358207435,-25.858271287434192
precip,2003,Andina,141.59146570898048,156.31373844281748,-14.722272733837002,-9.418412533983817
precip,2003,Pacifica,243.8263399306893,283.5813671487462,-39.75502721805691,-14.018913731100078
precip,2003,Orinoquia,119.08519663778189,123.72017423186884,-4.634977594086948,-3.7463393685498327
precip,2003,Amazonia,277.80486909239244,293.5934068392419,-15.788537746849443,-5.377688115283362
precip,2003,Colombia,183.42779282882458,198.84288248739327,-15.41508965856869,-7.752397000956781
precip,2004,Caribe,18.257010189905387,48.95335506963615,-30.696344879730766,-62.70529330638362
precip,2004,Andina,103.10110128087837,156.31373844281748,-53.212637161939114,-34.0422010835633
precip,2004,Pacifica,234.47846317366572,283.5813671487462,-49.102903975080494,-17.31527866897005
precip,2004,Orinoquia,109.92171646086818,123.72017423186884,-13.798457771000656,-11.152956950368033
precip,2004,Amazonia,325.2603603287263,293.5934068392419,31.6669534894844,10.785989314407102
precip,2004,Colombia,187.3279713832978,198.84288248739327,-11.51491110409546,-5.7909596562127446
precip,2005,Caribe,39.30829640141446,48.95335506963615,-9.645058668221694,-19.70254879262432
precip,2005,Andina,128.81798382147431,156.31373844281748,-27.495754621343167,-17.59010749487105
precip,2005,Pacifica,325.8176027747889,283.5813671487462,42.236235626042685,14.893868398585095
precip,2005,Orinoquia,93.1670658008217,123.72017423186884,-30.553108431047136,-24.69533252821513
precip,2005,Amazonia,295.58695806007717,293.5934068392419,1.9935512208352861,0.6790177076172771
precip,2005,Colombia,190.96528179355107,198.84288248739327,-7.877600693842197,-3.9617212320092174
precip,2006,Caribe,79.77361698202726,48.95335506963615,30.82026191239111,62.95842617640667
precip,2006,Andina,213.146062349126,156.31373844281748,56.83232390630852,36.35785598403998
precip,2006,Pacifica,361.5987273790174,283.5813671487462,78.01736023027121,27.511455006615073
precip,2006,Orinoquia,167.71304675971902,123.72017423186884,43.99287252785018,35.558366128228535
precip,2006,Amazonia,336.97825615238105,293.5934068392419,43.38484931313917,14.777187873600548
precip,2006,Colombia,247.41758015678352,198.84288248739327,48.57469766939025,24.42868311993511
precip,2007,Caribe,74.29642582006556,48.95335506963615,25.343070750429412,51.76983419089232
precip,2007,Andina,190.61958992984685,156.31373844281748,34.30585148702937,21.94679228376276
precip,2007,Pacifica,356.4053944769318,283.5813671487462,72.8240273281856,25.68011716016144
precip,2007,Orinoquia,147.37815207701064,123.72017423186884,23.6579778451418,19.12216660865952
precip,2007,Amazonia,351.17268519636343,293.5934068392419,57.57927835712155,19.6119112404487
precip,2007,Colombia,242.20705886757736,198.84288248739327,43.36417638018409,21.808261798323812
precip,2008,Caribe,52.32159964839586,48.95335506963615,3.3682445787597075,6.88051835051628
precip,2008,Andina,155.22715920377735,156.31373844281748,-1.0865792390401339,-0.695127152523209
precip,2008,Pacifica,321.63170352754327,283.5813671487462,38.050336378797056,13.417784377504116
precip,2008,Orinoquia,61.4369931565263,123.72017423186884,-62.28318107534254,-50.341976530533486
precip,2008,Amazonia,238.21411115496537,293.5934068392419,-55.379295684276514,-18.862581513827948
precip,2008,Colombia,169.93141706250822,198.84288248739327,-28.91146542488505,-14.539854312722532
precip,2009,Caribe,70.891995709012,48.95335506963615,21.93864063937584,44.815397449609165
precip,2009,Andina,205.4474879377407,156.31373844281748,49.13374949492322,31.43277742851584
precip,2009,Pacifica,311.63794465150823,283.5813671487462,28.056577502762025,9.893660427994757
precip,2009,Orinoquia,126.29569315903576,123.72017423186884,2.575518927166925,2.081729146565898
precip,2009,Amazonia,316.60190652997915,293.5934068392419,23.008499690737267,7.836858442579282
precip,2009,Colombia,222.7868295730379,198.84288248739327,23.943947085644623,12.04164151420541
precip,2010,Caribe,83.35360922816103,48.95335506963615,34.40025415852488,70.27149438397127
precip,2010,Andina,154.2511529267418,156.31373844281748,-2.0625855160756714,-1.3195164651699531
precip,2010,Pacifica,306.55514665646746,283.5813671487462,22.973779507721247,8.101300779635098
precip,2010,Orinoquia,177.5111348669574,123.72017423186884,53.79096063508857,43.47792182564891
precip,2010,Amazonia,309.66448879278704,293.5934068392419,16.07108195354516,5.473924679223106
precip,2010,Colombia,222.79568726191363,198.84288248739327,23.95280477452036,12.046096131220075
precip,2011,Caribe,81.72746844339949,48.95335506963615,32.774113373763335,66.94967755967319
precip,2011,Andina,211.95311198105378,156.31373844281748,55.6393735382363,35.594679068206304
precip,2011,Pacifica,308.80271284413965,283.5813671487462,25.22134569539344,8.893865612180418
precip,2011,Orinoquia,124.57362911724361,123.72017423186884,0.8534548853747737,0.6898267729362233
precip,2011,Amazonia,276.6586401607189,293.5934068392419,-16.934766678522976,-5.7681018319991315
precip,2011,Colombia,210.62743369154478,198.84288248739327,11.784551204151512,5.926564258541493
precip,2012,Caribe,57.24274170189501,48.95335506963615,8.289386632258854,16.933234954922295
precip,2012,Andina,199.88181285773112,156.31373844281748,43.56807441491364,27.87219783042401
precip,2012,Pacifica,308.9921484725835,283.5813671487462,25.410781323837284,8.960666767118248
precip,2012,Orinoquia,210.8103036244043,123.72017423186884,87.09012939253546,70.39282795489476
precip,2012,Amazonia,381.8073743522952,293.5934068392419,88.21396751305332,30.04630398984239
precip,2012,Colombia,261.63441086103774,198.84288248739327,62.79152837364447,31.578464156304655
precip,2013,Caribe,77.0665715895217,48.95335506963615,28.113216519885547,57.42857967527352
precip,2013,Andina,168.94527818981678,156.31373844281748,12.631539746999294,8.080889033064839
precip,2013,Pacifica,345.9800749737433,283.5813671487462,62.398707824997075,22.00381091761478
precip,2013,Orinoquia,158.67434044716703,123.72017423186884,34.95416621529819,28.25260021844878
precip,2013,Amazonia,327.8823472430877,293.5934068392419,34.2889404038458,11.679056683524514
precip,2013,Colombia,231.51863977624907,198.84288248739327,32.675757288855806,16.432952932538313
precip,2014,Caribe,37.14694457753735,48.95335506963615,-11.806410492098806,-24.117673804592528
precip,2014,Andina,137.2051078947734,156.31373844281748,-19.10863054804409,-12.224536843915603
precip,2014,Pacifica,338.00236872897966,283.5813671487462,54.42100158023345,19.190612601739854
precip,2014,Orinoquia,82.36785926073334,123.72017423186884,-41.3523149711355,-33.42406784332157
precip,2014,Amazonia,299.0029151016166,293.5934068392419,5.409508262374743,1.842516942261152
precip,2014,Colombia,192.48910747709274,198.84288248739327,-6.353775010300524,-3.1953746248389634
precip,2015,Caribe,22.77343094408228,48.95335506963615,-26.179924125553875,-53.479325550440684
precip,2015,Andina,129.89825722036153,156.31373844281748,-26.415481222455952,-16.899014434434523
precip,2015,Pacifica,248.80065040131797,283.5813671487462,-34.780716747428244,-12.264810307224735
precip,2015,Orinoquia,102.58026645373967,123.72017423186884,-21.13990777812917,-17.08687197490527
precip,2015,Amazonia,286.5158612612123,293.5934068392419,-7.0775455780295715,-2.4106623013863886
precip,2015,Colombia,179.46939981423614,198.84288248739327,-19.373482673157127,-9.74311095816337
precip,2016,Caribe,13.52599078055051,48.95335506963615,-35.427364289085645,-72.36963480580691
precip,2016,Andina,102.17389986454184,156.31373844281748,-54.13983857827564,-34.63536802178206
precip,2016,Pacifica,177.45944897352692,283.5813671487462,-106.12191817521929,-37.42203489679752
precip,2016,Orinoquia,109.75394944339774,123.72017423186884,-13.966224788471095,-11.288558939705698
precip,2016,Amazonia,302.522757813986,293.5934068392419,8.929350974744125,3.041400374373333
precip,2016,Colombia,172.14763274011045,198.84288248739327,-26.695249747282816,-13.425298111424889
precip,2017,Caribe,92.28918783415577,48.95335506963615,43.335832764519616,88.52474504122218
precip,2017,Andina,258.9734075135163,156.31373844281748,102.65966907069881,65.67539750081126
precip,2017,Pacifica,398.7562448385016,283.5813671487462,115.17487768975536,40.614402436864964
precip,2017,Orinoquia,181.85679979807625,123.72017423186884,58.136625566207414,46.99041682341255
precip,2017,Amazonia,302.72832657545865,293.5934068392419,9.134919736216773,3.111418554851482
precip,2017,Colombia,253.18403509349238,198.84288248739327,54.341152606099115,27.328688825230827
precip,2018,Caribe,33.228207058744104,48.95335506963615,-15.725148010892049,-32.12271761255796
precip,2018,Andina,145.0487008272317,156.31373844281748,-11.265037615585783,-7.2066842798381066
precip,2018,Pacifica,224.62802464043273,283.5813671487462,-58.95334250831348,-20.788863210956606
precip,2018,Orinoquia,134.483798067574,123.72017423186884,10.763623835705175,8.699974682813366
precip,2018,Amazonia,276.8390671519033,293.5934068392419,-16.754339687338586,-5.706647117083417
precip,2018,Colombia,184.69314327831063,198.84288248739327,-14.14973920908264,-7.116040077511822
precip,2019,Caribe,31.293617784909394,48.95335506963615,-17.65973728472676,-36.07462095214063
precip,2019,Andina,155.00774576985313,156.31373844281748,-1.3059926729643507,-0.8354944907431201
precip,2019,Pacifica,225.03006087027933,283.5813671487462,-58.55130627846688,-20.64709217928099
precip,2019,Orinoquia,108.15921765214061,123.72017423186884,-15.560956579728227,-12.577541760137539
precip,2019,Amazonia,326.73233801683426,293.5934068392419,33.13893117759238,11.28735537162036
precip,2019,Colombia,198.00985981185516,198.84288248739327,-0.8330226755381034,-0.4189351236099273
precip,2020,Caribe,14.276127618095767,48.95335506963615,-34.67722745154039,-70.83728459921088
precip,2020,Andina,92.05303750915962,156.31373844281748,-64.26070093365786,-41.11007872616753
precip,2020,Pacifica,150.70775004389145,283.5813671487462,-132.87361710485476,-46.85555276103839
precip,2020,Orinoquia,54.64320499885346,123.72017423186884,-69.07696923301538,-55.833229836514384
precip,2020,Amazonia,246.42539628015606,293.5934068392419,-47.168010559085815,-16.065759468812875
precip,2020,Colombia,135.21004789186864,198.84288248739327,-63.63283459552463,-32.0015651551214
precip,2021,Caribe,95.66160726576548,48.95335506963615,46.70825219612933,95.4137916179327
precip,2021,Andina,192.531305340666,156.31373844281748,36.21756689784851,23.169791253567634
precip,2021,Pacifica,450.6930354618437,283.5813671487462,167.11166831309748,58.92900157486116
precip,2021,Orinoquia,179.2480780924491,123.72017423186884,55.52790386058027,44.88185068064424
precip,2021,Amazonia,273.39213875637245,293.5934068392419,-20.201268082869433,-6.880695414911245
precip,2021,Colombia,235.65908317034533,198.84288248739327,36.81620068295206,18.515221778323507
precip,2022,Caribe,83.91721669643783,48.95335506963615,34.96386162680168,71.42280968702877
precip,2022,Andina,218.9051858529633,156.31373844281748,62.59144741014583,40.04219208988016
precip,2022,Pacifica,342.4324973330125,283.5813671487462,58.85113018426631,20.752819825922227
precip,2022,Orinoquia,123.89693161374038,123.72017423186884,0.1767573818715391,0.1428686816592023
precip,2022,Amazonia,349.4825050419998,293.5934068392419,55.88909820275791,19.03622387316081
precip,2022,Colombia,241.3934051584629,198.84288248739327,42.55052267106964,21.399067514406692
precip,2023,Caribe,54.18629880758567,48.95335506963615,5.232943737949519,10.689652896120514
precip,2023,Andina,210.97499895913177,156.31373844281748,54.661260516314286,34.96894198862143
precip,2023,Pacifica,352.53654547397025,283.5813671487462,68.95517832522404,24.315835352135515
precip,2023,Orinoquia,107.31982159614682,123.72017423186884,-16.400352635722015,-13.256005124100028
precip,2023,Amazonia,354.7584358766082,293.5934068392419,61.16502903736631,20.833243394616638
precip,2023,Colombia,235.62224777742114,198.84288248739327,36.77936529002787,18.496696904582286
precip,2024,Caribe,28.269202713189674,48.95335506963615,-20.68415235644648,-42.2527778270218
precip,2024,Andina,102.4032168288216,156.31373844281748,-53.91052161399588,-34.488665008621346
precip,2024,Pacifica,263.2526740769354,283.5813671487462,-20.32869307181079,-7.1685573971959275
precip,2024,Orinoquia,113.02675092601767,123.72017423186884,-10.69342330585117,-8.643233306324161
precip,2024,Amazonia,279.5559295653411,293.5934068392419,-14.037477273900777,-4.781264479003457
precip,2024,Colombia,176.3081822579844,198.84288248739327,-22.534700229408855,-11.332917702416411
precip,2025,Caribe,64.52875531065257,48.95335506963615,15.575400241016418,31.816818722353986
precip,2025,Andina,214.15574102510368,156.31373844281748,57.8420025822862,37.003786844651465
precip,2025,Pacifica,456.29408265302345,283.5813671487462,172.71271550427724,60.90411272108886
precip,2025,Orinoquia,159.7653311831828,123.72017423186884,36.04515695131397,29.13442142730928
precip,2025,Amazonia,271.9061469712536,293.5934068392419,-21.687259867988303,-7.386834773119834
precip,2025,Colombia,231.9445560149817,198.84288248739327,33.101673527588446,16.647150309585314
precip,2026,Caribe,41.90703373026883,48.95335506963615,-7.046321339367324,-14.393949769824625
precip,2026,Andina,153.65822568099583,156.31373844281748,-2.6555127618216545,-1.6988351684731098
precip,2026,Pacifica,213.5840686708601,283.5813671487462,-69.99729847788612,-24.683320763162346
precip,2026,Orinoquia,122.26621616637038,123.72017423186884,-1.4539580654984547,-1.175198850571884
precip,2026,Amazonia,256.39518522918837,293.5934068392419,-37.19822161005351,-12.669978529327643
precip,2026,Colombia,176.23345743479658,198.84288248739327,-22.60942505259669,-11.370497535424805
