variable,year,month,region,value,date,clim,anomaly,rolling_12
tmean,2010,12,Caribe,23.72018351317242,2010-12-01,25.062471426957135,-1.3422879137847161,-0.2166128653352478
tmean,2011,1,Caribe,24.9484175022003,2011-01-01,25.69052473665928,-0.742107234458981,-0.35099590381383877
tmean,2011,2,Caribe,25.633518468752726,2011-02-01,26.51460068072299,-0.8810822119702628,-0.4998252875324069
tmean,2011,3,Caribe,24.95438820874652,2011-03-01,26.52694804895896,-1.5725598402124419,-0.6405872716098537
tmean,2011,4,Caribe,24.88036453749655,2011-04-01,25.960166046773757,-1.0798015092772069,-0.7517918027365811
tmean,2011,5,Caribe,25.09742875856277,2011-05-01,25.57229132916436,-0.47486257060159076,-0.8271023326065462
tmean,2011,6,Caribe,25.415790671066052,2011-06-01,25.729532158062987,-0.3137414869969355,-0.8235941231009694
tmean,2011,7,Caribe,25.270806569747965,2011-07-01,25.83176428399468,-0.5609577142467153,-0.7994135019232654
tmean,2011,8,Caribe,25.33323076469928,2011-08-01,25.78141099631766,-0.4481802316183803,-0.773897183162898
tmean,2011,9,Caribe,25.109740648339685,2011-09-01,25.324772769158542,-0.21503212081885792,-0.737200900449578
tmean,2011,10,Caribe,24.021151722551057,2011-10-01,24.86399261068323,-0.842840888132173,-0.7853899813663826
tmean,2011,11,Caribe,23.97447189549981,2011-11-01,24.685702504269383,-0.7112306087695721,-0.7653903609073195
tmean,2011,12,Caribe,24.242091858283377,2011-12-01,25.062471426957135,-0.8203795686737578,-0.7218979988147396
tmean,2012,1,Caribe,25.17034603436512,2012-01-01,25.69052473665928,-0.5201787022941602,-0.7034039544676712
tmean,2012,2,Caribe,26.212119484323416,2012-02-01,26.51460068072299,-0.3024811963995724,-0.6551872031701137
tmean,2012,3,Caribe,26.538025906616618,2012-03-01,26.52694804895896,0.01107785765765712,-0.5232173950142721
tmean,2012,4,Caribe,24.88213039692804,2012-04-01,25.960166046773757,-1.0780356498457166,-0.5230702400616479
tmean,2012,5,Caribe,25.359835384617462,2012-05-01,25.57229132916436,-0.21245594454689964,-0.5012030212237569
tmean,2012,6,Caribe,25.867942027259087,2012-06-01,25.729532158062987,0.13840986919609932,-0.46352374154100406
tmean,2012,7,Caribe,26.010182895107835,2012-07-01,25.83176428399468,0.17841861111315538,-0.4019090477610148
tmean,2012,8,Caribe,25.51426208809005,2012-08-01,25.78141099631766,-0.26714890822761106,-0.3868231041451174
tmean,2012,9,Caribe,25.698174905576227,2012-09-01,25.324772769158542,0.3734021364176847,-0.33778691604207217
tmean,2012,10,Caribe,24.657438463634648,2012-10-01,24.86399261068323,-0.20655414704858188,-0.2847630209517729
tmean,2012,11,Caribe,25.020309454419394,2012-11-01,24.685702504269383,0.3346069501500111,-0.19760989104180768
tmean,2012,12,Caribe,25.187301198366328,2012-12-01,25.062471426957135,0.1248297714091926,-0.11884244603489513
tmean,2013,1,Caribe,26.589320495617528,2013-01-01,25.69052473665928,0.8987957589582471,-0.0005945742638611881
tmean,2013,2,Caribe,26.78066168593326,2013-02-01,26.51460068072299,0.2660610052102719,0.04678394253695917
tmean,2013,3,Caribe,26.07160409172859,2013-03-01,26.52694804895896,-0.4553439572303688,0.007915457962957007
tmean,2013,4,Caribe,26.23264331173752,2013-04-01,25.960166046773757,0.27247726496376146,0.12045820086374685
tmean,2013,5,Caribe,25.340352715130084,2013-05-01,25.57229132916436,-0.23193861403427718,0.11883464507313206
tmean,2013,6,Caribe,25.75410738662801,2013-06-01,25.729532158062987,0.024575228565023366,0.10934842502054239
tmean,2013,7,Caribe,25.880224128034804,2013-07-01,25.83176428399468,0.04845984404012427,0.09851852776445646
tmean,2013,8,Caribe,25.40679041471605,2013-08-01,25.78141099631766,-0.3746205816016115,0.08956255498328976
tmean,2013,9,Caribe,25.131634275967834,2013-09-01,25.324772769158542,-0.19313849319070897,0.04235083584925695
tmean,2013,10,Caribe,25.108352620346835,2013-10-01,24.86399261068323,0.24436000966360538,0.07992701557527256
tmean,2013,11,Caribe,24.63079070551796,2013-11-01,24.685702504269383,-0.054911798751422936,0.04746711983348639
tmean,2013,12,Caribe,25.20952462084439,2013-12-01,25.062471426957135,0.14705319388725613,0.049319071706658356
tmean,2014,1,Caribe,26.070757867801074,2014-01-01,25.69052473665928,0.380233131141793,0.00610551938862051
tmean,2014,2,Caribe,26.93157914959264,2014-02-01,26.51460068072299,0.41697846886965095,0.018681974693568765
tmean,2014,3,Caribe,26.583144687477134,2014-03-01,26.52694804895896,0.05619663851817336,0.06131035767261395
tmean,2014,4,Caribe,26.713820961595076,2014-04-01,25.960166046773757,0.7536549148213183,0.10140849516074368
tmean,2014,5,Caribe,25.675368101089564,2014-05-01,25.57229132916436,0.10307677192520259,0.12932644399070034
tmean,2014,6,Caribe,26.551294334031176,2014-06-01,25.729532158062987,0.821762175968189,0.1957586896076308
tmean,2014,7,Caribe,27.10087025141144,2014-07-01,25.83176428399468,1.2691059674167597,0.2974791998890171
tmean,2014,8,Caribe,25.926912092519846,2014-08-01,25.78141099631766,0.1455010962021852,0.3408226730393335
tmean,2014,9,Caribe,25.54216133674454,2014-09-01,25.324772769158542,0.21738856758599923,0.3750332614373925
tmean,2014,10,Caribe,25.00869008166662,2014-10-01,24.86399261068323,0.1446974709833917,0.366728049880708
tmean,2014,11,Caribe,24.87767204891347,2014-11-01,24.685702504269383,0.19196954464408833,0.3873014951636673
tmean,2014,12,Caribe,25.282648604603274,2014-12-01,25.062471426957135,0.2201771776461392,0.39339516047690753
tmean,2015,1,Caribe,26.273870279533526,2015-01-01,25.69052473665928,0.5833455428742447,0.4103211947879452
tmean,2015,2,Caribe,26.659171645608875,2015-02-01,26.51460068072299,0.1445709648858866,0.38762056945596485
tmean,2015,3,Caribe,26.99488518594334,2015-03-01,26.52694804895896,0.46793713698437855,0.42193227766148195
tmean,2015,4,Caribe,26.492488373069452,2015-04-01,25.960166046773757,0.5323223262956951,0.40348789528434664
tmean,2015,5,Caribe,26.509269665612713,2015-05-01,25.57229132916436,0.9369783364483517,0.4729796923279424
tmean,2015,6,Caribe,27.013671807506924,2015-06-01,25.729532158062987,1.2841396494439365,0.5115111484509214
tmean,2015,7,Caribe,26.63233526291835,2015-07-01,25.83176428399468,0.8005709789236697,0.47246656607649723
tmean,2015,8,Caribe,26.71697543209637,2015-08-01,25.78141099631766,0.9355644357787085,0.5383051777078741
tmean,2015,9,Caribe,26.544831829161776,2015-09-01,25.324772769158542,1.2200590600032335,0.621861052075977
tmean,2015,10,Caribe,25.91377808365391,2015-10-01,24.86399261068323,1.0497854729706795,0.6972850522415843
tmean,2015,11,Caribe,25.328035094376858,2015-11-01,24.685702504269383,0.6423325901074755,0.7348153060302
tmean,2015,12,Caribe,26.6133095736668,2015-12-01,25.062471426957135,1.5508381467096655,0.8457037201188271
tmean,2016,1,Caribe,26.709302275210963,2016-01-01,25.69052473665928,1.0187775385516815,0.8819897197586135
tmean,2016,2,Caribe,28.103970218909353,2016-02-01,26.51460068072299,1.5893695381863644,1.0023896008669866
tmean,2016,3,Caribe,28.586049330296692,2016-03-01,26.52694804895896,2.059101281337732,1.1349866128964328
tmean,2016,4,Caribe,26.898747773049603,2016-04-01,25.960166046773757,0.9385817262758458,1.1688415628947786
tmean,2016,5,Caribe,26.260306617132787,2016-05-01,25.57229132916436,0.688015287968426,1.1480946421881182
tmean,2016,6,Caribe,26.064011776467183,2016-06-01,25.729532158062987,0.3344796184041954,1.0689563062681398
tmean,2016,7,Caribe,26.080752683114824,2016-07-01,25.83176428399468,0.2489883991201438,1.0229910912845126
tmean,2016,8,Caribe,26.46412752741759,2016-08-01,25.78141099631766,0.6827165310999277,1.001920432561281
tmean,2016,9,Caribe,25.760418826797846,2016-09-01,25.324772769158542,0.4356460576393033,0.9365526823642867
tmean,2016,10,Caribe,24.906893511849898,2016-10-01,24.86399261068323,0.04290090116666789,0.8526456347139524
tmean,2016,11,Caribe,24.712651059732984,2016-11-01,24.685702504269383,0.02694855546360131,0.8013636318269629
tmean,2016,12,Caribe,25.19652090010615,2016-12-01,25.062471426957135,0.13404947314901605,0.6832979090302421
tmean,2017,1,Caribe,25.87717258869964,2017-01-01,25.69052473665928,0.18664785204035894,0.6139537684876318
tmean,2017,2,Caribe,27.34180766992144,2017-02-01,26.51460068072299,0.8272069891984515,0.5504402227386391
tmean,2017,3,Caribe,26.591181525783814,2017-03-01,26.52694804895896,0.06423347682485314,0.3842012390292326
tmean,2017,4,Caribe,26.98058157978373,2017-04-01,25.960166046773757,1.0204155330099738,0.39102072292374324
